Date,Base Currency,Target Currency,Exchange Rate
2022-12-04,USD,BTN,81.233879
2022-12-04,USD,BWP,12.903345
2022-12-04,USD,BYN,2.525077
2022-12-04,USD,BZD,2.015753
2022-12-04,USD,CAD,1.344694
2022-12-04,USD,CDF,2052.506129
2022-12-04,USD,CHF,0.936515
2022-12-04,USD,CLF,0.032019
2022-12-04,USD,CLP,883.985251
2022-12-04,USD,CNH,6.99309
2022-12-04,USD,CNY,7.0189
2022-12-04,USD,COP,4764.418773
2022-12-04,USD,CRC,598.129162
2022-12-04,USD,CUC,1
2022-12-04,USD,CUP,25.75
2022-12-04,USD,CVE,104.742468
2022-12-04,USD,CZK,23.1181
2022-12-04,USD,DJF,178.021292
2022-12-04,USD,DKK,7.05358
2022-12-04,USD,DOP,54.730243
2022-12-04,USD,DZD,138.154288
2022-12-04,USD,EGP,24.5601
2022-12-04,USD,ERN,15
2022-12-04,USD,ETB,53.446751
2022-12-04,USD,EUR,0.948439
2022-12-04,USD,FJD,2.20096
2022-12-04,USD,FKP,0.813204
2022-12-04,USD,GBP,0.813204
2022-12-04,USD,GEL,2.695
2022-12-04,USD,GGP,0.813204
2022-12-04,USD,GHS,14.100119
2022-12-04,USD,GIP,0.813204
2022-12-04,USD,GMD,62
2022-12-04,USD,GNF,8622.280454
2022-12-04,USD,GTQ,7.848067
2022-12-04,USD,GYD,209.328523
2022-12-04,USD,HKD,7.78555
2022-12-04,USD,HNL,24.688019
2022-12-04,USD,HRK,7.164333
2022-12-04,USD,HTG,141.500355
2022-12-04,USD,HUF,388.165019
2022-12-04,USD,IDR,15427.340546
2022-12-04,USD,ILS,3.400804
2022-12-04,USD,IMP,0.813204
2022-12-04,USD,INR,81.425191
2022-12-04,USD,IQD,1459.610423
2022-12-04,USD,IRR,42400
2022-12-04,USD,ISK,141.107511
2022-12-04,USD,JEP,0.813204
2022-12-04,USD,JMD,153.835345
2022-12-04,USD,JOD,0.7093
2022-12-04,USD,JPY,134.48066667
2022-12-04,USD,KES,122.45
2022-12-04,USD,KGS,84.45
2022-12-04,USD,KHR,4113.0249
2022-12-04,USD,KMF,468.624861
2022-12-04,USD,KPW,900
2022-12-04,USD,KRW,1300.171087
2022-12-04,USD,KWD,0.306574
2022-12-04,USD,KYD,0.833405
2022-12-04,USD,KZT,470.15876
2022-12-04,USD,LAK,17324.421484
2022-12-04,USD,LBP,1521.5
2022-12-04,USD,LKR,368.501955
2022-12-04,USD,LRD,154
2022-12-04,USD,LSL,17.451311
2022-12-04,USD,LYD,4.865955
2022-12-04,USD,MAD,10.557248
2022-12-04,USD,MDL,19.545834
2022-12-04,USD,MGA,4369.521323
2022-12-04,USD,MKD,58.47212
2022-12-04,USD,MMK,2100.010757
2022-12-04,USD,MNT,3406.965265
2022-12-04,USD,MOP,8.018411
2022-12-04,USD,MRU,37.966825
2022-12-04,USD,MUR,43.649998
2022-12-04,USD,MVR,15.275
2022-12-04,USD,MWK,1026.41044
2022-12-04,USD,MXN,19.385
2022-12-04,USD,MYR,4.388
2022-12-04,USD,MZN,63.850001
2022-12-04,USD,NAD,17.49
2022-12-04,USD,NGN,443.94728
2022-12-04,USD,NIO,36.4
2022-12-04,USD,NOK,9.77324
2022-12-04,USD,NPR,129.97395
2022-12-04,USD,NZD,1.561515
2022-12-04,USD,OMR,0.385072
2022-12-04,USD,PAB,1
2022-12-04,USD,PEN,3.822349
2022-12-04,USD,PGK,3.524271
2022-12-04,USD,PHP,55.756623
2022-12-04,USD,PKR,224.326075
2022-12-04,USD,PLN,4.431769
2022-12-04,USD,PYG,7212.976455
2022-12-04,USD,QAR,3.641
2022-12-04,USD,RON,4.6733
2022-12-04,USD,RSD,111.321449
2022-12-04,USD,RUB,60.549995
2022-12-04,USD,RWF,1082.391455
2022-12-04,USD,SAR,3.7585
2022-12-04,USD,SBD,8.230592
2022-12-04,USD,SCR,13.130947
2022-12-04,USD,SDG,568.5
2022-12-04,USD,SEK,10.321135
2022-12-04,USD,SGD,1.350421
2022-12-04,USD,SHP,0.813204
2022-12-04,USD,SLL,17665
2022-12-04,USD,SOS,568.92452
2022-12-04,USD,SRD,31.569
2022-12-04,USD,SSP,130.26
2022-12-04,USD,STD,22823.990504
2022-12-04,USD,STN,23.291865
2022-12-04,USD,SVC,8.750652
2022-12-04,USD,SYP,2512.53
2022-12-04,USD,SZL,17.49
2022-12-04,USD,THB,34.680001
2022-12-04,USD,TJS,10.065006
2022-12-04,USD,TMT,3.5
2022-12-04,USD,TND,3.228
2022-12-04,USD,TOP,2.340183
2022-12-04,USD,TRY,18.6357
2022-12-04,USD,TTD,6.776275
2022-12-04,USD,TWD,30.552499
2022-12-04,USD,TZS,2332
2022-12-04,USD,UAH,36.74515
2022-12-04,USD,UGX,3730.017509
2022-12-04,USD,USD,1
2022-12-04,USD,UYU,39.276695
2022-12-04,USD,UZS,11258.644328
2022-12-04,USD,VES,11.67715
2022-12-04,USD,VND,24363.51251
2022-12-04,USD,VUV,118.044
2022-12-04,USD,WST,2.69755
2022-12-04,USD,XAF,622.135254
2022-12-04,USD,XAG,0.04301082
2022-12-04,USD,XAU,0.00055586
2022-12-04,USD,XCD,2.70255
2022-12-04,USD,XDR,0.757106
2022-12-04,USD,XOF,622.135254
2022-12-04,USD,XPD,0.00052578
2022-12-04,USD,XPF,113.178888
2022-12-04,USD,XPT,0.00097515
2022-12-04,USD,YER,250.374935
2022-12-04,USD,ZAR,17.3048
2022-12-04,USD,ZMW,17.175042
2022-12-04,USD,ZWL,322
2022-12-05,USD,AED,3.672996
2022-12-05,USD,AFN,88.037259
2022-12-05,USD,ALL,110.382048
2022-12-05,USD,AMD,395.399128
2022-12-05,USD,ANG,1.801751
2022-12-05,USD,AOA,505.1964
2022-12-05,USD,ARS,169.1535
2022-12-05,USD,AUD,1.491015
2022-12-05,USD,AWG,1.8
2022-12-05,USD,AZN,1.7
2022-12-05,USD,BAM,1.850797
2022-12-05,USD,BBD,2
2022-12-05,USD,BDT,103.124598
2022-12-05,USD,BGN,1.86485
2022-12-05,USD,BHD,0.377028
2022-12-05,USD,BIF,2065.254164
2022-12-05,USD,BMD,1
2022-12-05,USD,BND,1.348771
2022-12-05,USD,BOB,6.908093
2022-12-05,USD,BRL,5.2812
2022-12-05,USD,BSD,1
2022-12-05,USD,BTC,5.8933336e-05
2022-12-05,USD,BTN,81.761458
2022-12-05,USD,BWP,12.866903
2022-12-05,USD,BYN,2.524438
2022-12-05,USD,BZD,2.015093
2022-12-05,USD,CAD,1.358855
2022-12-05,USD,CDF,2051.241489
2022-12-05,USD,CHF,0.942463
2022-12-05,USD,CLF,0.032477
2022-12-05,USD,CLP,892.894857
2022-12-05,USD,CNH,6.967541
2022-12-05,USD,CNY,6.962
2022-12-05,USD,COP,4804.354317
2022-12-05,USD,CRC,602.730842
2022-12-05,USD,CUC,1
2022-12-05,USD,CUP,25.75
2022-12-05,USD,CVE,104.526421
2022-12-05,USD,CZK,23.148158
2022-12-05,USD,DJF,177.762377
2022-12-05,USD,DKK,7.085605
2022-12-05,USD,DOP,54.649907
2022-12-05,USD,DZD,138.32252
2022-12-05,USD,EGP,24.5608
2022-12-05,USD,ERN,15
2022-12-05,USD,ETB,53.419058
2022-12-05,USD,EUR,0.952699
2022-12-05,USD,FJD,2.211
2022-12-05,USD,FKP,0.820159
2022-12-05,USD,GBP,0.820159
2022-12-05,USD,GEL,2.69
2022-12-05,USD,GGP,0.820159
2022-12-05,USD,GHS,13.997803
2022-12-05,USD,GIP,0.820159
2022-12-05,USD,GMD,62.1
2022-12-05,USD,GNF,8620.362253
2022-12-05,USD,GTQ,7.855973
2022-12-05,USD,GYD,209.155211
2022-12-05,USD,HKD,7.76925
2022-12-05,USD,HNL,24.740267
2022-12-05,USD,HRK,7.192
2022-12-05,USD,HTG,141.963556
2022-12-05,USD,HUF,393.652271
2022-12-05,USD,IDR,15517
2022-12-05,USD,ILS,3.40141
2022-12-05,USD,IMP,0.820159
2022-12-05,USD,INR,81.900952
2022-12-05,USD,IQD,1459.288776
2022-12-05,USD,IRR,41900
2022-12-05,USD,ISK,141.85
2022-12-05,USD,JEP,0.820159
2022-12-05,USD,JMD,153.706217
2022-12-05,USD,JOD,0.7093
2022-12-05,USD,JPY,136.58733333
2022-12-05,USD,KES,122.681184
2022-12-05,USD,KGS,84.45
2022-12-05,USD,KHR,4108.494771
2022-12-05,USD,KMF,466.225473
2022-12-05,USD,KPW,900
2022-12-05,USD,KRW,1305.357321
2022-12-05,USD,KWD,0.30724
2022-12-05,USD,KYD,0.83312
2022-12-05,USD,KZT,470.250273
2022-12-05,USD,LAK,17352.293331
2022-12-05,USD,LBP,1517.596364
2022-12-05,USD,LKR,367.406152
2022-12-05,USD,LRD,154.000004
2022-12-05,USD,LSL,17.332782
2022-12-05,USD,LYD,4.840502
2022-12-05,USD,MAD,10.534374
2022-12-05,USD,MDL,19.526596
2022-12-05,USD,MGA,4369.716962
2022-12-05,USD,MKD,58.6694
2022-12-05,USD,MMK,2099.482407
2022-12-05,USD,MNT,3406.965265
2022-12-05,USD,MOP,7.998561
2022-12-05,USD,MRU,37.880114
2022-12-05,USD,MUR,43.646825
2022-12-05,USD,MVR,15.275
2022-12-05,USD,MWK,1026.146297
2022-12-05,USD,MXN,19.734899
2022-12-05,USD,MYR,4.369
2022-12-05,USD,MZN,63.850001
2022-12-05,USD,NAD,17.385
2022-12-05,USD,NGN,443.994966
2022-12-05,USD,NIO,36.499727
2022-12-05,USD,NOK,9.946636
2022-12-05,USD,NPR,130.818346
2022-12-05,USD,NZD,1.581554
2022-12-05,USD,OMR,0.385019
2022-12-05,USD,PAB,1
2022-12-05,USD,PEN,3.83782
2022-12-05,USD,PGK,3.521632
2022-12-05,USD,PHP,56.035002
2022-12-05,USD,PKR,224.435641
2022-12-05,USD,PLN,4.489199
2022-12-05,USD,PYG,7194.302536
2022-12-05,USD,QAR,3.668168
2022-12-05,USD,RON,4.6849
2022-12-05,USD,RSD,111.720661
2022-12-05,USD,RUB,62.574996
2022-12-05,USD,RWF,1082.401194
2022-12-05,USD,SAR,3.758741
2022-12-05,USD,SBD,8.223884
2022-12-05,USD,SCR,13.467144
2022-12-05,USD,SDG,569
2022-12-05,USD,SEK,10.407345
2022-12-05,USD,SGD,1.356406
2022-12-05,USD,SHP,0.820159
2022-12-05,USD,SLL,17665
2022-12-05,USD,SOS,568.407684
2022-12-05,USD,SRD,31.964
2022-12-05,USD,SSP,130.26
2022-12-05,USD,STD,22823.990504
2022-12-05,USD,STN,23.428061
2022-12-05,USD,SVC,8.747368
2022-12-05,USD,SYP,2512.53
2022-12-05,USD,SZL,17.31167
2022-12-05,USD,THB,35.06
2022-12-05,USD,TJS,10.067661
2022-12-05,USD,TMT,3.48
2022-12-05,USD,TND,3.2005
2022-12-05,USD,TOP,2.340183
2022-12-05,USD,TRY,18.6299
2022-12-05,USD,TTD,6.788295
2022-12-05,USD,TWD,30.577999
2022-12-05,USD,TZS,2332
2022-12-05,USD,UAH,36.922073
2022-12-05,USD,UGX,3718.924296
2022-12-05,USD,USD,1
2022-12-05,USD,UYU,39.131026
2022-12-05,USD,UZS,11279.294231
2022-12-05,USD,VES,11.6775
2022-12-05,USD,VND,23995.209595
2022-12-05,USD,VUV,118.044
2022-12-05,USD,WST,2.69755
2022-12-05,USD,XAF,624.929275
2022-12-05,USD,XAG,0.04494506
2022-12-05,USD,XAU,0.00056524
2022-12-05,USD,XCD,2.70255
2022-12-05,USD,XDR,0.752598
2022-12-05,USD,XOF,624.929275
2022-12-05,USD,XPD,0.00053176
2022-12-05,USD,XPF,113.687176
2022-12-05,USD,XPT,0.00099853
2022-12-05,USD,YER,250.374935
2022-12-05,USD,ZAR,17.453
2022-12-05,USD,ZMW,17.190063
2022-12-05,USD,ZWL,322
2022-12-06,USD,AED,3.673001
2022-12-06,USD,AFN,87.546917
2022-12-06,USD,ALL,110.965083
2022-12-06,USD,AMD,395.562008
2022-12-06,USD,ANG,1.802431
2022-12-06,USD,AOA,504.9435
2022-12-06,USD,ARS,169.495836
2022-12-06,USD,AUD,1.493056
2022-12-06,USD,AWG,1.8025
2022-12-06,USD,AZN,1.7
2022-12-06,USD,BAM,1.859879
2022-12-06,USD,BBD,2
2022-12-06,USD,BDT,103.259843
2022-12-06,USD,BGN,1.867256
2022-12-06,USD,BHD,0.377
2022-12-06,USD,BIF,2064.957385
2022-12-06,USD,BMD,1
2022-12-06,USD,BND,1.355865
2022-12-06,USD,BOB,6.910682
2022-12-06,USD,BRL,5.2355
2022-12-06,USD,BSD,1
2022-12-06,USD,BTC,5.8516747e-05
2022-12-06,USD,BTN,82.594386
2022-12-06,USD,BWP,12.904487
2022-12-06,USD,BYN,2.525794
2022-12-06,USD,BZD,2.015948
2022-12-06,USD,CAD,1.365002
2022-12-06,USD,CDF,2051.351413
2022-12-06,USD,CHF,0.942054
2022-12-06,USD,CLF,0.031865
2022-12-06,USD,CLP,877.192982
2022-12-06,USD,CNH,6.98045
2022-12-06,USD,CNY,6.996
2022-12-06,USD,COP,4860.499553
2022-12-06,USD,CRC,602.967374
2022-12-06,USD,CUC,1
2022-12-06,USD,CUP,25.75
2022-12-06,USD,CVE,104.83419
2022-12-06,USD,CZK,23.2328
2022-12-06,USD,DJF,177.762377
2022-12-06,USD,DKK,7.105488
2022-12-06,USD,DOP,54.756277
2022-12-06,USD,DZD,138.013691
2022-12-06,USD,EGP,24.5984
2022-12-06,USD,ERN,15
2022-12-06,USD,ETB,53.452906
2022-12-06,USD,EUR,0.95535
2022-12-06,USD,FJD,2.21245
2022-12-06,USD,FKP,0.824217
2022-12-06,USD,GBP,0.824217
2022-12-06,USD,GEL,2.7
2022-12-06,USD,GGP,0.824217
2022-12-06,USD,GHS,13.110792
2022-12-06,USD,GIP,0.824217
2022-12-06,USD,GMD,62.25
2022-12-06,USD,GNF,8677.268725
2022-12-06,USD,GTQ,7.88271
2022-12-06,USD,GYD,209.238559
2022-12-06,USD,HKD,7.775445
2022-12-06,USD,HNL,24.745546
2022-12-06,USD,HRK,7.219
2022-12-06,USD,HTG,142.513841
2022-12-06,USD,HUF,392.976169
2022-12-06,USD,IDR,15629
2022-12-06,USD,ILS,3.42191
2022-12-06,USD,IMP,0.824217
2022-12-06,USD,INR,82.372454
2022-12-06,USD,IQD,1459.981981
2022-12-06,USD,IRR,41850
2022-12-06,USD,ISK,142.26
2022-12-06,USD,JEP,0.824217
2022-12-06,USD,JMD,153.729611
2022-12-06,USD,JOD,0.7093
2022-12-06,USD,JPY,136.8905
2022-12-06,USD,KES,122.756283
2022-12-06,USD,KGS,84.9156
2022-12-06,USD,KHR,4110.032073
2022-12-06,USD,KMF,466.225473
2022-12-06,USD,KPW,900
2022-12-06,USD,KRW,1320.078223
2022-12-06,USD,KWD,0.307093
2022-12-06,USD,KYD,0.833413
2022-12-06,USD,KZT,470.903365
2022-12-06,USD,LAK,17308.170424
2022-12-06,USD,LBP,1516.638927
2022-12-06,USD,LKR,367.535187
2022-12-06,USD,LRD,154.075
2022-12-06,USD,LSL,17.299113
2022-12-06,USD,LYD,4.836813
2022-12-06,USD,MAD,10.569007
2022-12-06,USD,MDL,19.491359
2022-12-06,USD,MGA,4372.869536
2022-12-06,USD,MKD,58.593622
2022-12-06,USD,MMK,2100.194238
2022-12-06,USD,MNT,3406.965265
2022-12-06,USD,MOP,8.011278
2022-12-06,USD,MRU,37.917999
2022-12-06,USD,MUR,43.652102
2022-12-06,USD,MVR,15.37
2022-12-06,USD,MWK,1026.538788
2022-12-06,USD,MXN,19.769401
2022-12-06,USD,MYR,4.395
2022-12-06,USD,MZN,63.9
2022-12-06,USD,NAD,17.34
2022-12-06,USD,NGN,444.052938
2022-12-06,USD,NIO,36.45828
2022-12-06,USD,NOK,10.013989
2022-12-06,USD,NPR,132.15065
2022-12-06,USD,NZD,1.581365
2022-12-06,USD,OMR,0.385025
2022-12-06,USD,PAB,1
2022-12-06,USD,PEN,3.841548
2022-12-06,USD,PGK,3.524761
2022-12-06,USD,PHP,55.879993
2022-12-06,USD,PKR,224.376815
2022-12-06,USD,PLN,4.481128
2022-12-06,USD,PYG,7194.403964
2022-12-06,USD,QAR,3.643662
2022-12-06,USD,RON,4.6949
2022-12-06,USD,RSD,112.067315
2022-12-06,USD,RUB,63.400001
2022-12-06,USD,RWF,1071.061975
2022-12-06,USD,SAR,3.759368
2022-12-06,USD,SBD,8.217127
2022-12-06,USD,SCR,13.487343
2022-12-06,USD,SDG,569
2022-12-06,USD,SEK,10.414281
2022-12-06,USD,SGD,1.3587
2022-12-06,USD,SHP,0.824217
2022-12-06,USD,SLL,17665
2022-12-06,USD,SOS,568.940324
2022-12-06,USD,SRD,31.584
2022-12-06,USD,SSP,130.26
2022-12-06,USD,STD,22823.990504
2022-12-06,USD,STN,23.546129
2022-12-06,USD,SVC,8.750684
2022-12-06,USD,SYP,2512.53
2022-12-06,USD,SZL,17.311467
2022-12-06,USD,THB,35.080859
2022-12-06,USD,TJS,10.051019
2022-12-06,USD,TMT,3.47
2022-12-06,USD,TND,3.2225
2022-12-06,USD,TOP,2.350069
2022-12-06,USD,TRY,18.6316
2022-12-06,USD,TTD,6.786867
2022-12-06,USD,TWD,30.648501
2022-12-06,USD,TZS,2332
2022-12-06,USD,UAH,36.934641
2022-12-06,USD,UGX,3700.358655
2022-12-06,USD,USD,1
2022-12-06,USD,UYU,39.322323
2022-12-06,USD,UZS,11289.684434
2022-12-06,USD,VES,11.5964
2022-12-06,USD,VND,24000.976975
2022-12-06,USD,VUV,118.044
2022-12-06,USD,WST,2.69755
2022-12-06,USD,XAF,626.66852
2022-12-06,USD,XAG,0.04508272
2022-12-06,USD,XAU,0.00056463
2022-12-06,USD,XCD,2.70255
2022-12-06,USD,XDR,0.751821
2022-12-06,USD,XOF,626.66852
2022-12-06,USD,XPD,0.00053996
2022-12-06,USD,XPF,114.00358
2022-12-06,USD,XPT,0.00100807
2022-12-06,USD,YER,250.374935
2022-12-06,USD,ZAR,17.331415
2022-12-06,USD,ZMW,17.276504
2022-12-06,USD,ZWL,322
2022-12-07,USD,AED,3.67299
2022-12-07,USD,AFN,86.625905
2022-12-07,USD,ALL,110.784702
2022-12-07,USD,AMD,395.180408
2022-12-07,USD,ANG,1.801918
2022-12-07,USD,AOA,504.5867
2022-12-07,USD,ARS,169.8108
2022-12-07,USD,AUD,1.486867
2022-12-07,USD,AWG,1.8
2022-12-07,USD,AZN,1.7
2022-12-07,USD,BAM,1.864187
2022-12-07,USD,BBD,2
2022-12-07,USD,BDT,102.759942
2022-12-07,USD,BGN,1.8609
2022-12-07,USD,BHD,0.377016
2022-12-07,USD,BIF,2065.409192
2022-12-07,USD,BMD,1
2022-12-07,USD,BND,1.358725
2022-12-07,USD,BOB,6.90867
2022-12-07,USD,BRL,5.205399
2022-12-07,USD,BSD,1
2022-12-07,USD,BTC,5.9396655e-05
2022-12-07,USD,BTN,82.41488
2022-12-07,USD,BWP,12.900701
2022-12-07,USD,BYN,2.524115
2022-12-07,USD,BZD,2.015326
2022-12-07,USD,CAD,1.365369
2022-12-07,USD,CDF,2043.537844
2022-12-07,USD,CHF,0.940414
2022-12-07,USD,CLF,0.031417
2022-12-07,USD,CLP,869.565217
2022-12-07,USD,CNH,6.964205
2022-12-07,USD,CNY,6.9736
2022-12-07,USD,COP,4823.348931
2022-12-07,USD,CRC,601.94899
2022-12-07,USD,CUC,1
2022-12-07,USD,CUP,25.75
2022-12-07,USD,CVE,105.209001
2022-12-07,USD,CZK,23.1123
2022-12-07,USD,DJF,177.762377
2022-12-07,USD,DKK,7.075571
2022-12-07,USD,DOP,54.850295
2022-12-07,USD,DZD,138.35083
2022-12-07,USD,EGP,24.6455
2022-12-07,USD,ERN,15
2022-12-07,USD,ETB,53.460521
2022-12-07,USD,EUR,0.951289
2022-12-07,USD,FJD,2.2061
2022-12-07,USD,FKP,0.81901
2022-12-07,USD,GBP,0.81901
2022-12-07,USD,GEL,2.685
2022-12-07,USD,GGP,0.81901
2022-12-07,USD,GHS,13.038467
2022-12-07,USD,GIP,0.81901
2022-12-07,USD,GMD,62.4
2022-12-07,USD,GNF,8670.849515
2022-12-07,USD,GTQ,7.888501
2022-12-07,USD,GYD,209.176867
2022-12-07,USD,HKD,7.79165
2022-12-07,USD,HNL,24.656139
2022-12-07,USD,HRK,7.1824
2022-12-07,USD,HTG,143.471895
2022-12-07,USD,HUF,390.86
2022-12-07,USD,IDR,15608
2022-12-07,USD,ILS,3.4346
2022-12-07,USD,IMP,0.81901
2022-12-07,USD,INR,82.253751
2022-12-07,USD,IQD,1459.739847
2022-12-07,USD,IRR,41900
2022-12-07,USD,ISK,142.03
2022-12-07,USD,JEP,0.81901
2022-12-07,USD,JMD,153.687052
2022-12-07,USD,JOD,0.7093
2022-12-07,USD,JPY,136.38407469
2022-12-07,USD,KES,122.7856
2022-12-07,USD,KGS,84.95
2022-12-07,USD,KHR,4121.720532
2022-12-07,USD,KMF,468.599755
2022-12-07,USD,KPW,900
2022-12-07,USD,KRW,1314.5
2022-12-07,USD,KWD,0.306797
2022-12-07,USD,KYD,0.833238
2022-12-07,USD,KZT,473.254655
2022-12-07,USD,LAK,17312.358484
2022-12-07,USD,LBP,1515.926344
2022-12-07,USD,LKR,367.428235
2022-12-07,USD,LRD,154.000004
2022-12-07,USD,LSL,17.29536
2022-12-07,USD,LYD,4.855816
2022-12-07,USD,MAD,10.579851
2022-12-07,USD,MDL,19.389319
2022-12-07,USD,MGA,4378.00714
2022-12-07,USD,MKD,58.625957
2022-12-07,USD,MMK,2099.592199
2022-12-07,USD,MNT,3406.965265
2022-12-07,USD,MOP,8.021274
2022-12-07,USD,MRU,37.894229
2022-12-07,USD,MUR,43.643905
2022-12-07,USD,MVR,15.35
2022-12-07,USD,MWK,1024.72195
2022-12-07,USD,MXN,19.681584
2022-12-07,USD,MYR,4.3975
2022-12-07,USD,MZN,63.899991
2022-12-07,USD,NAD,17.16
2022-12-07,USD,NGN,443.970995
2022-12-07,USD,NIO,36.46552
2022-12-07,USD,NOK,10.020745
2022-12-07,USD,NPR,131.863586
2022-12-07,USD,NZD,1.574208
2022-12-07,USD,OMR,0.385035
2022-12-07,USD,PAB,1
2022-12-07,USD,PEN,3.82363
2022-12-07,USD,PGK,3.521779
2022-12-07,USD,PHP,55.326998
2022-12-07,USD,PKR,224.58109
2022-12-07,USD,PLN,4.465925
2022-12-07,USD,PYG,7182.153875
2022-12-07,USD,QAR,3.653304
2022-12-07,USD,RON,4.6795
2022-12-07,USD,RSD,111.530546
2022-12-07,USD,RUB,62.549946
2022-12-07,USD,RWF,1085.916937
2022-12-07,USD,SAR,3.760269
2022-12-07,USD,SBD,8.203583
2022-12-07,USD,SCR,13.404107
2022-12-07,USD,SDG,569
2022-12-07,USD,SEK,10.382088
2022-12-07,USD,SGD,1.355256
2022-12-07,USD,SHP,0.81901
2022-12-07,USD,SLL,17665
2022-12-07,USD,SOS,568.360125
2022-12-07,USD,SRD,31.782
2022-12-07,USD,SSP,130.26
2022-12-07,USD,STD,22823.990504
2022-12-07,USD,STN,23.352015
2022-12-07,USD,SVC,8.748904
2022-12-07,USD,SYP,2512.53
2022-12-07,USD,SZL,17.275273
2022-12-07,USD,THB,34.911289
2022-12-07,USD,TJS,10.048038
2022-12-07,USD,TMT,3.505
2022-12-07,USD,TND,3.2025
2022-12-07,USD,TOP,2.351172
2022-12-07,USD,TRY,18.64092
2022-12-07,USD,TTD,6.786763
2022-12-07,USD,TWD,30.651298
2022-12-07,USD,TZS,2332
2022-12-07,USD,UAH,36.924301
2022-12-07,USD,UGX,3691.227722
2022-12-07,USD,USD,1
2022-12-07,USD,UYU,39.229752
2022-12-07,USD,UZS,11264.935253
2022-12-07,USD,VES,11.5964
2022-12-07,USD,VND,23926.334711
2022-12-07,USD,VUV,118.044
2022-12-07,USD,WST,2.69755
2022-12-07,USD,XAF,624.004834
2022-12-07,USD,XAG,0.04400925
2022-12-07,USD,XAU,0.00055956
2022-12-07,USD,XCD,2.70255
2022-12-07,USD,XDR,0.753947
2022-12-07,USD,XOF,624.004834
2022-12-07,USD,XPD,0.00053958
2022-12-07,USD,XPF,113.519002
2022-12-07,USD,XPT,0.00099207
2022-12-07,USD,YER,250.199947
2022-12-07,USD,ZAR,17.165
2022-12-07,USD,ZMW,17.286591
2022-12-07,USD,ZWL,322
2022-12-08,USD,AED,3.672972
2022-12-08,USD,AFN,87.534842
2022-12-08,USD,ALL,110.565574
2022-12-08,USD,AMD,395.094701
2022-12-08,USD,ANG,1.802067
2022-12-08,USD,AOA,504.7343
2022-12-08,USD,ARS,169.809143
2022-12-08,USD,AUD,1.475803
2022-12-08,USD,AWG,1.80125
2022-12-08,USD,AZN,1.7
2022-12-08,USD,BAM,1.860994
2022-12-08,USD,BBD,2
2022-12-08,USD,BDT,102.908897
2022-12-08,USD,BGN,1.852625
2022-12-08,USD,BHD,0.376999
2022-12-08,USD,BIF,2066.301553
2022-12-08,USD,BMD,1
2022-12-08,USD,BND,1.356453
2022-12-08,USD,BOB,6.908615
2022-12-08,USD,BRL,5.2258
2022-12-08,USD,BSD,1
2022-12-08,USD,BTC,5.8046509e-05
2022-12-08,USD,BTN,82.400369
2022-12-08,USD,BWP,12.850864
2022-12-08,USD,BYN,2.523788
2022-12-08,USD,BZD,2.015491
2022-12-08,USD,CAD,1.35988
2022-12-08,USD,CDF,2054.739222
2022-12-08,USD,CHF,0.936071
2022-12-08,USD,CLF,0.031348
2022-12-08,USD,CLP,862.068966
2022-12-08,USD,CNH,6.962675
2022-12-08,USD,CNY,6.9674
2022-12-08,USD,COP,4802.273084
2022-12-08,USD,CRC,601.349236
2022-12-08,USD,CUC,1
2022-12-08,USD,CUP,25.75
2022-12-08,USD,CVE,104.931017
2022-12-08,USD,CZK,23.0178
2022-12-08,USD,DJF,177.762377
2022-12-08,USD,DKK,7.0461
2022-12-08,USD,DOP,54.969275
2022-12-08,USD,DZD,138.100854
2022-12-08,USD,EGP,24.6032
2022-12-08,USD,ERN,15
2022-12-08,USD,ETB,53.445981
2022-12-08,USD,EUR,0.947351
2022-12-08,USD,FJD,2.1993
2022-12-08,USD,FKP,0.817382
2022-12-08,USD,GBP,0.817382
2022-12-08,USD,GEL,2.68
2022-12-08,USD,GGP,0.817382
2022-12-08,USD,GHS,12.999098
2022-12-08,USD,GIP,0.817382
2022-12-08,USD,GMD,62.35
2022-12-08,USD,GNF,8680.473988
2022-12-08,USD,GTQ,7.899064
2022-12-08,USD,GYD,209.303806
2022-12-08,USD,HKD,7.784565
2022-12-08,USD,HNL,24.688629
2022-12-08,USD,HRK,7.1582
2022-12-08,USD,HTG,142.970375
2022-12-08,USD,HUF,396.635196
2022-12-08,USD,IDR,15593
2022-12-08,USD,ILS,3.4336
2022-12-08,USD,IMP,0.817382
2022-12-08,USD,INR,82.279359
2022-12-08,USD,IQD,1459.719013
2022-12-08,USD,IRR,41875
2022-12-08,USD,ISK,141.45
2022-12-08,USD,JEP,0.817382
2022-12-08,USD,JMD,153.883232
2022-12-08,USD,JOD,0.7093
2022-12-08,USD,JPY,136.64166667
2022-12-08,USD,KES,122.841241
2022-12-08,USD,KGS,84.9491
2022-12-08,USD,KHR,4122.250204
2022-12-08,USD,KMF,466.375397
2022-12-08,USD,KPW,900
2022-12-08,USD,KRW,1317.005
2022-12-08,USD,KWD,0.306778
2022-12-08,USD,KYD,0.833167
2022-12-08,USD,KZT,471.407266
2022-12-08,USD,LAK,17332.112999
2022-12-08,USD,LBP,1515.95136
2022-12-08,USD,LKR,367.424807
2022-12-08,USD,LRD,154.000004
2022-12-08,USD,LSL,17.161487
2022-12-08,USD,LYD,4.854476
2022-12-08,USD,MAD,10.556861
